IP Address,Common Name,Organization,Subject Alternative DNS Name,Subject Alternative IP address
"13.38.178.249","k3s","k3s","02019001702prod.crtx.us.paloaltonetworks.com|1234micro.hostedrmm.com|13-43-29-133-9952.vpn.sse.cisco.com|13.36.117.44.dns.okay.blue|13.36.117.44:443|13.36.122.2.nip.io|13.38.178.249.dns.okay.blue|13.38.178.249:443|13.39.160.125.nip.io|13.39.67.146.nip.io|13.54.91.213.nip.io|15.237.205.4.dns.okay.blue|15.237.205.4:443|1x2.se|52.47.17138|52.47.66.242.dns.okay.blue|52.47.66.242:443|a.plerdy.com|a.quora.com|access.dev.payfit.tech|accounts.animalabo.com|accounts.google.com|admin.bilder.naturskyddsforeningen.se|admin.svb-tyringe.se|admin.sys-competences.fr|agilevirtualpt.com|aktimed.pameldingssystem.no|alerting.ws.pmu.fr|alerting.ws.prd.pmutech.fr|alsafargroup.com|alvo-federated.auth.eu-west-3.amazoncognito.com|analytics.sextantproperties.com|api-mainnet.magiceden.io|api.actpass.com|api.csgoroll.com|api.onecenttext.com|apollo-data-internal-prod.auth.us-west-1.amazoncognito.com|app.1inch.io|app.dodex.io|app.dodoex.io|app.gamma.xyz|app.optimism.io|app.osmosis.zone|app.thorswap.finance|app.uniswap.org|app.web3ads.net|app.yinxiang.com|app.ziwo.io|application.loans123.com.au|appliedsystemtech.com|arlyscreation.fr|asakusa.keizai.biz|atms-beta.auth.us-west-2.amazoncognito.com|auctomate.com|aula.gestioninclusiva.org|auth-sso.apollo.fieldenergy.io|avenutech.atlassian.net|backupta-identitycenter-sso.auth.eu-west-3.amazoncognito.com|bd.longboat.com|beta.rastipartio.fi|betakodistofi.auth.eu-north-1.amazoncognito.com|biswap.org|bitcoinvn.io|blockchair.com|bls.gov|blueheartcommunitycare.com.au|bpnord.odigo.cx|bridge.arbitrum.io|buildingband.com|business.kaiserpermanente.org|c.plerdy.com|c3.ai|cbt.2seedscreative.com|cclmaytomadrid.odigo.cx|cdb-preprod.c10.fr|cdn.jsdelivr.net|cdn.lr-in-prod.com|cdn.onesignal.com|changehero.io|changenow.io|chat.alfa.cash|citrix.cloud.com|cloud.ce-it.nl|clres-net.auth.us-east-2.amazoncognito.com|club-parfum.pixodeo.dev|cn50lk62a3qfg9q45qfg|cn51o2e2a3qfg9q898sg|cnc3gh62a3q5lgfeen8g|cni14c5lrsp5h73n3qi0|cnlprgdlrsp68o2s0rcg|cnrtmctlrsp3k5mi73m0|cofracandco.cofrac.fr|coincraddle.com|coinzillatag.com|conductor.pageuppeople.com|configureone-qa.rexnord.com|confluence.hl7.org|contabilidad.customimplants.net|content.insightiq.me|controlrepair.com|cot5sa69hmv3p4210d806onxubwzhgyu9.oast.fun|cot5sa69hmv3p4210d80ec8dj9fbxgayh.oast.fun|cot5sa69hmv3p4210d80zb3kmaiksk35x.oast.fun|cre-internal.eu.auth0.com|cronos.org|crpnpac.cloud-horoquartz.fr|crystalize-szc.com|csrtenant.id3.navex-stage.eu|dashboard.altopremio.me|dataexplorer.azure.com|davevsdave.com|demo3.auth.eu-west-3.amazoncognito.com|demoshop.monext-retail.tech|dev-apis.realtymogul.com|dev-torcular.auth.eu-central-1.amazoncognito.com|dev.apptracker.se|develop.funstuff.se.nxte.se|develop.quickbutton.se.nxte.se|docs.microsoft.com|dorisuscpa.com|driverpracticaltest.dvsa.gov.uk|duo.com|dv-uat.enovationsolutions.fr|easybit.com|ebtonline.au|ec2-13-36-117-44.eu-west-3.compute.amazonaws.com|ec2-13-38-178-249.eu-west-3.compute.amazonaws.com|ec2-15-237-205-4.eu-west-3.compute.amazonaws.com|ec2-52-47-66-242.eu-west-3.compute.amazonaws.com|ecgo.se|embed.tawk.to|epay.12306.cn|examplexxx.org|exchange.exolix.com|exolix.com|fi.woo.org|fiserv.genrocket.com|fishgamegambling.com|fixedfloat.com|fm.ick.co.jp|focalpoint.laserbm.net|forums.kodeco.com|fundacjabin.pl|fundlogic.edgefolio.com|g-anzenhonpo.net|gameshack.ca|ggrs.energy|ginnyruffner.com|gisgro.com|github.com|godex.io|gokugeomatchtestmodule-allow-auth-canary-domain-prod.auth.ap-southeast-2.amazoncognito.com|gta-proxi-recette.cloud-horoquartz.fr|hashicorp.okta.com|hibernationservice.pegacloud.net|highbridgeacademy.com|homes.com|iam2.greymatter.io|iauth.billpocket.dev|id-preprod.mobilestar.blujaysolutions.net|id.blackbay.com|id.staging.ozminerals.forwoodsafety.com|idp-integ.federate.amazon.com|idp.cloud.vwgroup.com|imas.imid.infomaker.io|immovlan.be|ims.priority-retail.com|insidegrooves.com|inverse.sh|iptvtrends.net|ir.eia.gov|ista.com|jencuthbert.com|jira.ap.veeve.net|jiratoolchain.collaborationlayer-traton.com|jobs.workstream.us|js.hs-analytics.net|js.hs-banner.com|js.hs-scripts.com|js.hscollectedforms.net|js.hubspot.com|js.usemessages.com|k3s|k8s-eu-west-3-lb.azmed.co|k8s-eu-west-3-master-1|k8s-eu-west-3-master-1.azmed.co|k8s-eu-west-3-master-2|k8s-eu-west-3-master-2.azmed.co|k8s-eu-west-3-master-3|k8s-eu-west-3-master-3.azmed.co|k8s-eu-west-3.azmed.co|klayswap.com|knowledge.dryice.ai|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local|kusto.azureedge.net|kyberswap.com|kyfw.12306.cn|learn.microsoft.com|learning.sydney-campus.com|letsexchange.io|lifinity.io|linkedin.com|localhost|login-eu-west-1-production.login.vwapps.cloud|login.acthealthlibrary.idm.oclc.org|login.appian-stratus.com|login.bluebeamstudio.co.uk|login.crossoverhealth.com|login.microsoftonline.com|login.saeezproxy.idm.oclc.org|login.salesforce.com|login.windows.net|lp05.cercba.com|lumi.dfat.gov.au|magento-web.production.aws.topsport.sidea.space|magicinfoseca.samsungcms.com|magnatus.com|malsa.safagrp.tech|matcha.xyz|material.autografit.net|mbed|mixtum.io|mobile.12306.cn|my.bookwell-staging.com.au|my.bookwell.com.au|nandosaus.inlight.fun|naturewildlife.org|new-cms.procook.co.uk|nmedia.solutions|nsa.eu.premium.taocloud.org|nva.com|online.qa.red61.co.uk|opensea.io|optima4bp.com|pg-auth-af51c42b-88d0-5473-afbf-7eb4456d7546.auth.us-west-2.amazoncognito.com|plataforma.teauditamos.com|platform.amplicat.com|play.zeedz.io|polaris-elements.co.uk|polygon.lido.fi|portal-us-stage.willolabs.dev|portal.timesharecontractresolution.com|ppr-bforbank.odigo.cx|qa.fieldcircle.com|qa.iam.sinecams-qa.com|recaptcha.cloud|remote.mginz.co.nz|research-optout.np-tokumei.net|revivemanagement.com|rtr-planeta.com|rtt.icu|rygry.pages.dev|sampothegame.com|savvywombat.com.au|schroders.genrocket.com|sdfdataplatform.eu.auth0.com|seeff.talozen.com|selfserviceportal.dam.penguinrandomhouse.de|shareoffice.and-space.jp|shtools.auth.eu-west-2.amazoncognito.com|sogou.com|songtradr-upload-sydney.s3.amazonaws.com|sooqdev2.com|sp.petscreening.com|speed.cloudflare.com|sshairbeauty.com.au|sso.naiodev.com|stage2-aem.gene.com|staging.tilt.app|stake.lido.fi|stargate.finance|static.hsappstatic.net|static.zdassets.com|stealthex.io|sunswap.com|support.sw.siemens.com|support.zerodha.com|swapter.io|tallysolutions.com|tangelo-software.okta-emea.com|tankstar.proxyair.com|tbi.com.iq|team.projectinsight.net|teamin1.com|techdriver.in|terminal.jup.ag|test.salesforce.com|th.gmtour.com|the-ring.io|theforce.trade|timrogers-074608d6e3dbe4c23.qaboot.net|trade.dydx.exchange|traderjoexyz.com|travelpack.auth.eu-west-2.amazoncognito.com|unijoin.io|unpkg.com|upbit.com|upos-sz-mirrorcf1ov.bilivideo.com|uptime.betterstack.com|va-completeloginspection-xff-auth-canary-domain.auth.ca-central-1.amazoncognito.com|vincere.io|vvs.finance|waitingroom.disneylandparis.com|wallet.mymonero.com|wallet.polygon.technology|web.wurfl.io|webmixer.io|whitebit.com|widget.mtpelerin.com|wolferesearch.bluematrix.com|wp.aquarelle|wre-preprod.auth.eu-west-2.amazoncognito.com|writetone.com|www.1000islandstoyota.com|www.acuraofaustinnorth.com|www.agre.ae|www.alfa.cash|www.ampleur.jp|www.arcgis.com|www.autoverify.com|www.bea.gov|www.beautydirectory.com.au|www.bing.com|www.bito.com|www.bls.gov|www.blueheart.com.au|www.boatconsult.se|www.bobstanden.net|www.bonnefanten.nl|www.bouyguestelecom.fr|www.browserstack.com|www.buildtech.us|www.bvgfoundation.org|www.capo.se|www.cergenx.com|www.cloudflare.com|www.csgoroll.com|www.cypbike.cl|www.digitalhearts-plus.co.jp|www.disneylandparis.com|www.docs.microsoft.com|www.emb-gmbh.de|www.eraverkko.fi|www.esrs.gov|www.exodus.com|www.familyearthtrek.com|www.fizzer.com|www.fusionsport.com|www.futureengineer.fr|www.gemperles.com|www.globalvcardcloud.com|www.google-analytics.com|www.google.com|www.gotomorro.com|www.habby.fun|www.heathceramics.com|www.hellowatt.fr|www.homeenergy.co.uk|www.homes.com|www.houzz.com|www.hylte-lantman.com|www.ikeva.com|www.indumentarialiturgica.es|www.infoopedia.com|www.innovating-automation.blog|www.isa.co.uk|www.itss.paris|www.laborratehero.com|www.laserbeamsoftware.com|www.liberkeys.com|www.livinc.com|www.lonestarnationalbank.com|www.longines.com|www.lowermybills.com|www.made-in-hdf.fr|www.mpmsoftware.com|www.myetherwallet.com|www.newcastle.edu.au|www.nubikadigital.com|www.orca.so|www.platformos.com|www.prioritet.se|www.reguity.com|www.safecontractor.com|www.simplelighting.co.uk|www.singular.net|www.sogou.com|www.spigotmc.org|www.thelott.com|www.thena.fi|www.tlugtenburg.nl|www.travomint.ae|www.uberwood.net|www.ucl.ac.uk|www.utilidadesclinicas.com.br|www.uwai.com|www.validkbt.se|www.valoisvintage-paris.com|www.ventealapropriete.com|www.verusdata.com.co|www.voiajor.net|xchange.me|zerosix.info","0.0.0.0|0.0.0.1|1.1.1.1|10.204.9.230|10.22.1.101|10.22.2.102|10.22.3.103|10.43.0.1|100.100.100.200|101.91.15.155|127.0.0.1|13.36.117.44|13.38.178.249|15.237.205.4|169.254.169.254|169.254.170.2|34.77.189.226|52.47.66.242|::1"
"44.208.173.92","atp.gene.com","","atp.gene.com|*.atp.gene.com",""
"34.192.243.49","*.search.atp.gene.com","","*.search.atp.gene.com",""
"34.200.186.111","atp.gene.com","","atp.gene.com|*.atp.gene.com",""
"34.202.195.225","*.staging.atp.gene.com","","*.staging.atp.gene.com|staging.atp.gene.com",""
"23.21.69.32","*.staging.atp.gene.com","","*.staging.atp.gene.com|staging.atp.gene.com",""
"35.164.244.234","drugdevelopmentfoundations.gene.com","","drugdevelopmentfoundations.gene.com",""
"54.212.82.158","ringthatbellgame.gene.com","","ringthatbellgame.gene.com",""
"54.67.4.72","*.gene.com","","*.gene.com|gene.com",""
"54.67.35.248","aem.gene.com","F. Hoffmann-La Roche AG","aem.gene.com|1goal2targets.com|actemra.com|actemrahcp.com|actemrainfo.com|activase.com|againstlivercancer.com|alecensa.com|avastin.com|biomarkertesting.com|cancerscreenweek.org|cathflo.com|cellcept.com|cotellic.com|discovertrk.com|drugpricinglaw.com|earlynsclc.com|emicizumabinfo.com|enspryng.com|enspryng-hcp.com|erivedge.com|esbriet.com|esbriethcp.com|evrysdi.com|evrysdi-hcp.com|faceipf.com|fuzeon.com|gavreto.com|gavreto-hcp.com|gazyva.com|gazyva-hcp.com|genentech-access.com|genentech-forum.com|genentechhemophilia.com|genentech-medicines.com|genentech-medinfo.com|genentechoncology.com|genentech-pro.com|hemework.com|hemlibra.com|hemlibra-hcp.com|her2empowered.com|her2treatment.com|her2treatmentoptions.com|herceptin.com|herceptinhylecta.com|herconnection.com|homevisionmonitor.com|huntingtonsdisease.com|huntingtonsdiseasehcp.com|kadcyla.com|kadcyla-hcp.com|lucentis.com|mycareforward.com|mytactictrial.com|nutropin.com|ocrelizumabinfo.com|ocrevus.com|ocrevus-hcp.com|ophthalmologyvision.com|perjeta.com|phesgo.com|phesgo-hcp.com|pinkribbonbottle.com|polivy.com|polivy-hcp.com|pulmozyme.com|researchakt.com|rethinkdlbcl.com|rituxan.com|rituxanforgpampa.com|rituxanforgpampa-hcp.com|rituxanforpv.com|rituxanforra.com|rituxanforra-hcp.com|rituxan-hcp.com|rituxanhycela.com|rozlytrek.com|rozlytrek-hcp.com|screenyourlungs.org|strokeawareness.com|susvimo.com|susvimo-hcp.com|tamiflu.com|tecentriq.com|tecentriq-hcp.com|thehiddenpredator.com|tnkase.com|vabysmo.com|vabysmo-hcp.com|xofluza.com|xofluza-hcp.com|xolair.com|xolairhcp.com",""
"54.67.64.220","*.gene.com","","*.gene.com|gene.com",""
"54.67.99.60","aem.gene.com","F. Hoffmann-La Roche AG","aem.gene.com|1goal2targets.com|actemra.com|actemrahcp.com|actemrainfo.com|activase.com|againstlivercancer.com|alecensa.com|avastin.com|biomarkertesting.com|cancerscreenweek.org|cathflo.com|cellcept.com|cotellic.com|discovertrk.com|drugpricinglaw.com|earlynsclc.com|emicizumabinfo.com|enspryng.com|enspryng-hcp.com|erivedge.com|esbriet.com|esbriethcp.com|evrysdi.com|evrysdi-hcp.com|faceipf.com|fuzeon.com|gavreto.com|gavreto-hcp.com|gazyva.com|gazyva-hcp.com|genentech-access.com|genentech-forum.com|genentechhemophilia.com|genentech-medicines.com|genentech-medinfo.com|genentechoncology.com|genentech-pro.com|hemework.com|hemlibra.com|hemlibra-hcp.com|her2empowered.com|her2treatment.com|her2treatmentoptions.com|herceptin.com|herceptinhylecta.com|herconnection.com|homevisionmonitor.com|huntingtonsdisease.com|huntingtonsdiseasehcp.com|kadcyla.com|kadcyla-hcp.com|lucentis.com|mycareforward.com|mytactictrial.com|nutropin.com|ocrelizumabinfo.com|ocrevus.com|ocrevus-hcp.com|ophthalmologyvision.com|perjeta.com|phesgo.com|phesgo-hcp.com|pinkribbonbottle.com|polivy.com|polivy-hcp.com|pulmozyme.com|researchakt.com|rethinkdlbcl.com|rituxan.com|rituxanforgpampa.com|rituxanforgpampa-hcp.com|rituxanforpv.com|rituxanforra.com|rituxanforra-hcp.com|rituxan-hcp.com|rituxanhycela.com|rozlytrek.com|rozlytrek-hcp.com|screenyourlungs.org|strokeawareness.com|susvimo.com|susvimo-hcp.com|tamiflu.com|tecentriq.com|tecentriq-hcp.com|thehiddenpredator.com|tnkase.com|vabysmo.com|vabysmo-hcp.com|xofluza.com|xofluza-hcp.com|xolair.com|xolairhcp.com",""
"52.9.68.189","*.gene.com","","*.gene.com|gene.com",""
"52.9.88.166","*.gene.com","","*.gene.com|gene.com",""
"52.9.88.200","*.gene.com","","*.gene.com|gene.com",""
"52.9.102.54","*.gene.com","","*.gene.com|gene.com",""
"35.82.99.62","ringthatbellgame.gene.com","","ringthatbellgame.gene.com",""
"35.83.0.83","nonclinicalediting.gene.com","","nonclinicalediting.gene.com",""
"34.237.183.223","*.search.staging.atp.gene.com","","*.search.staging.atp.gene.com",""
"34.237.246.33","*.search.staging.atp.gene.com","","*.search.staging.atp.gene.com",""
"52.12.109.28","genentechone.com","","genentechone.com|*.gene.com",""
"52.13.163.71","drugdevelopmentfoundations.gene.com","","drugdevelopmentfoundations.gene.com",""
"44.232.199.178","genentechone.com","","genentechone.com|*.gene.com",""
"44.235.137.101","ringthatbellgame.gene.com","","ringthatbellgame.gene.com",""
"44.236.222.70","genentechone.com","","genentechone.com|*.gene.com",""
"44.237.35.14","gcampaign.gene.com","","gcampaign.gene.com",""
"52.200.236.99","access-solutions.atp.gene.com","","access-solutions.atp.gene.com|*.access-solutions.atp.gene.com",""
"52.202.197.196","atp.gene.com","","atp.gene.com|*.atp.gene.com",""
"44.228.101.60","c2d2.gene.com","","c2d2.gene.com",""
"44.231.68.148","c2d2.gene.com","","c2d2.gene.com",""
"34.217.61.235","wendo.gene.com","","wendo.gene.com|www.wendo.gene.com",""
"34.217.198.77","stagephc.gene.com","","stagephc.gene.com",""
"34.218.111.235","stagephc.gene.com","","stagephc.gene.com",""
"54.86.112.60","*.search.atp.gene.com","","*.search.atp.gene.com",""
"54.208.172.35","staging.atp.gene.com","","staging.atp.gene.com|*.staging.atp.gene.com",""
"54.215.166.219","*.gene.com","","*.gene.com|gene.com",""
"52.39.134.207","stagephc.gene.com","","stagephc.gene.com",""
"52.8.7.184","*.gene.com","","*.gene.com|gene.com",""
"34.209.196.199","genentechone.com","","genentechone.com|*.gene.com",""
"34.215.66.57","stagephc.gene.com","","stagephc.gene.com",""
"54.176.40.147","*.gene.com","","*.gene.com|gene.com",""
"54.176.176.110","*.gene.com","","*.gene.com|gene.com",""
"54.177.38.174","*.gene.com","","*.gene.com|gene.com",""
"15.237.205.4","k3s","k3s","02019001702prod.crtx.us.paloaltonetworks.com|1234micro.hostedrmm.com|13-43-29-133-9952.vpn.sse.cisco.com|13.36.117.44.dns.okay.blue|13.36.117.44:443|13.36.122.2.nip.io|13.38.178.249.dns.okay.blue|13.38.178.249:443|13.39.160.125.nip.io|13.39.67.146.nip.io|13.54.91.213.nip.io|15.237.205.4.dns.okay.blue|15.237.205.4:443|1x2.se|52.47.17138|52.47.66.242.dns.okay.blue|52.47.66.242:443|a.plerdy.com|a.quora.com|access.dev.payfit.tech|accounts.animalabo.com|accounts.google.com|admin.bilder.naturskyddsforeningen.se|admin.svb-tyringe.se|admin.sys-competences.fr|agilevirtualpt.com|aktimed.pameldingssystem.no|alerting.ws.pmu.fr|alerting.ws.prd.pmutech.fr|alsafargroup.com|alvo-federated.auth.eu-west-3.amazoncognito.com|analytics.sextantproperties.com|api-mainnet.magiceden.io|api.actpass.com|api.csgoroll.com|api.onecenttext.com|apollo-data-internal-prod.auth.us-west-1.amazoncognito.com|app.1inch.io|app.dodex.io|app.dodoex.io|app.gamma.xyz|app.optimism.io|app.osmosis.zone|app.thorswap.finance|app.uniswap.org|app.web3ads.net|app.yinxiang.com|app.ziwo.io|application.loans123.com.au|appliedsystemtech.com|arlyscreation.fr|asakusa.keizai.biz|atms-beta.auth.us-west-2.amazoncognito.com|auctomate.com|aula.gestioninclusiva.org|auth-sso.apollo.fieldenergy.io|avenutech.atlassian.net|backupta-identitycenter-sso.auth.eu-west-3.amazoncognito.com|bd.longboat.com|beta.rastipartio.fi|betakodistofi.auth.eu-north-1.amazoncognito.com|biswap.org|bitcoinvn.io|blockchair.com|bls.gov|blueheartcommunitycare.com.au|bpnord.odigo.cx|bridge.arbitrum.io|buildingband.com|business.kaiserpermanente.org|c.plerdy.com|c3.ai|cbt.2seedscreative.com|cclmaytomadrid.odigo.cx|cdb-preprod.c10.fr|cdn.jsdelivr.net|cdn.lr-in-prod.com|cdn.onesignal.com|changehero.io|changenow.io|chat.alfa.cash|citrix.cloud.com|cloud.ce-it.nl|clres-net.auth.us-east-2.amazoncognito.com|club-parfum.pixodeo.dev|cn50lk62a3qfg9q45qfg|cn51o2e2a3qfg9q898sg|cnc3gh62a3q5lgfeen8g|cni14c5lrsp5h73n3qi0|cnlprgdlrsp68o2s0rcg|cnrtmctlrsp3k5mi73m0|cofracandco.cofrac.fr|coincraddle.com|coinzillatag.com|conductor.pageuppeople.com|configureone-qa.rexnord.com|confluence.hl7.org|contabilidad.customimplants.net|content.insightiq.me|controlrepair.com|cot5sa69hmv3p4210d806onxubwzhgyu9.oast.fun|cot5sa69hmv3p4210d80ec8dj9fbxgayh.oast.fun|cot5sa69hmv3p4210d80zb3kmaiksk35x.oast.fun|cre-internal.eu.auth0.com|cronos.org|crpnpac.cloud-horoquartz.fr|crystalize-szc.com|csrtenant.id3.navex-stage.eu|dashboard.altopremio.me|dataexplorer.azure.com|davevsdave.com|demo3.auth.eu-west-3.amazoncognito.com|demoshop.monext-retail.tech|dev-apis.realtymogul.com|dev-torcular.auth.eu-central-1.amazoncognito.com|dev.apptracker.se|develop.funstuff.se.nxte.se|develop.quickbutton.se.nxte.se|docs.microsoft.com|dorisuscpa.com|driverpracticaltest.dvsa.gov.uk|duo.com|dv-uat.enovationsolutions.fr|easybit.com|ebtonline.au|ec2-13-36-117-44.eu-west-3.compute.amazonaws.com|ec2-13-38-178-249.eu-west-3.compute.amazonaws.com|ec2-15-237-205-4.eu-west-3.compute.amazonaws.com|ec2-52-47-66-242.eu-west-3.compute.amazonaws.com|ecgo.se|embed.tawk.to|epay.12306.cn|examplexxx.org|exchange.exolix.com|exolix.com|fi.woo.org|fiserv.genrocket.com|fishgamegambling.com|fixedfloat.com|fm.ick.co.jp|focalpoint.laserbm.net|forums.kodeco.com|fundacjabin.pl|fundlogic.edgefolio.com|g-anzenhonpo.net|gameshack.ca|ggrs.energy|ginnyruffner.com|gisgro.com|github.com|godex.io|gokugeomatchtestmodule-allow-auth-canary-domain-prod.auth.ap-southeast-2.amazoncognito.com|gta-proxi-recette.cloud-horoquartz.fr|hashicorp.okta.com|hibernationservice.pegacloud.net|highbridgeacademy.com|homes.com|iam2.greymatter.io|iauth.billpocket.dev|id-preprod.mobilestar.blujaysolutions.net|id.blackbay.com|id.staging.ozminerals.forwoodsafety.com|idp-integ.federate.amazon.com|idp.cloud.vwgroup.com|imas.imid.infomaker.io|immovlan.be|ims.priority-retail.com|insidegrooves.com|inverse.sh|iptvtrends.net|ir.eia.gov|ista.com|jencuthbert.com|jira.ap.veeve.net|jiratoolchain.collaborationlayer-traton.com|jobs.workstream.us|js.hs-analytics.net|js.hs-banner.com|js.hs-scripts.com|js.hscollectedforms.net|js.hubspot.com|js.usemessages.com|k3s|k8s-eu-west-3-lb.azmed.co|k8s-eu-west-3-master-1|k8s-eu-west-3-master-1.azmed.co|k8s-eu-west-3-master-2|k8s-eu-west-3-master-2.azmed.co|k8s-eu-west-3-master-3|k8s-eu-west-3-master-3.azmed.co|k8s-eu-west-3.azmed.co|klayswap.com|knowledge.dryice.ai|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local|kusto.azureedge.net|kyberswap.com|kyfw.12306.cn|learn.microsoft.com|learning.sydney-campus.com|letsexchange.io|lifinity.io|linkedin.com|localhost|login-eu-west-1-production.login.vwapps.cloud|login.acthealthlibrary.idm.oclc.org|login.appian-stratus.com|login.bluebeamstudio.co.uk|login.crossoverhealth.com|login.microsoftonline.com|login.saeezproxy.idm.oclc.org|login.salesforce.com|login.windows.net|lp05.cercba.com|lumi.dfat.gov.au|magento-web.production.aws.topsport.sidea.space|magicinfoseca.samsungcms.com|magnatus.com|malsa.safagrp.tech|matcha.xyz|material.autografit.net|mbed|mixtum.io|mobile.12306.cn|my.bookwell-staging.com.au|my.bookwell.com.au|nandosaus.inlight.fun|naturewildlife.org|new-cms.procook.co.uk|nmedia.solutions|nsa.eu.premium.taocloud.org|nva.com|online.qa.red61.co.uk|opensea.io|optima4bp.com|pg-auth-af51c42b-88d0-5473-afbf-7eb4456d7546.auth.us-west-2.amazoncognito.com|plataforma.teauditamos.com|platform.amplicat.com|play.zeedz.io|polaris-elements.co.uk|polygon.lido.fi|portal-us-stage.willolabs.dev|portal.timesharecontractresolution.com|ppr-bforbank.odigo.cx|qa.fieldcircle.com|qa.iam.sinecams-qa.com|recaptcha.cloud|remote.mginz.co.nz|research-optout.np-tokumei.net|revivemanagement.com|rtr-planeta.com|rtt.icu|rygry.pages.dev|sampothegame.com|savvywombat.com.au|schroders.genrocket.com|sdfdataplatform.eu.auth0.com|seeff.talozen.com|selfserviceportal.dam.penguinrandomhouse.de|shareoffice.and-space.jp|shtools.auth.eu-west-2.amazoncognito.com|sogou.com|songtradr-upload-sydney.s3.amazonaws.com|sooqdev2.com|sp.petscreening.com|speed.cloudflare.com|sshairbeauty.com.au|sso.naiodev.com|stage2-aem.gene.com|staging.tilt.app|stake.lido.fi|stargate.finance|static.hsappstatic.net|static.zdassets.com|stealthex.io|sunswap.com|support.sw.siemens.com|support.zerodha.com|swapter.io|tallysolutions.com|tangelo-software.okta-emea.com|tankstar.proxyair.com|tbi.com.iq|team.projectinsight.net|teamin1.com|techdriver.in|terminal.jup.ag|test.salesforce.com|th.gmtour.com|the-ring.io|theforce.trade|timrogers-074608d6e3dbe4c23.qaboot.net|trade.dydx.exchange|traderjoexyz.com|travelpack.auth.eu-west-2.amazoncognito.com|unijoin.io|unpkg.com|upbit.com|upos-sz-mirrorcf1ov.bilivideo.com|uptime.betterstack.com|va-completeloginspection-xff-auth-canary-domain.auth.ca-central-1.amazoncognito.com|vincere.io|vvs.finance|waitingroom.disneylandparis.com|wallet.mymonero.com|wallet.polygon.technology|web.wurfl.io|webmixer.io|whitebit.com|widget.mtpelerin.com|wolferesearch.bluematrix.com|wp.aquarelle|wre-preprod.auth.eu-west-2.amazoncognito.com|writetone.com|www.1000islandstoyota.com|www.acuraofaustinnorth.com|www.agre.ae|www.alfa.cash|www.ampleur.jp|www.arcgis.com|www.autoverify.com|www.bea.gov|www.beautydirectory.com.au|www.bing.com|www.bito.com|www.bls.gov|www.blueheart.com.au|www.boatconsult.se|www.bobstanden.net|www.bonnefanten.nl|www.bouyguestelecom.fr|www.browserstack.com|www.buildtech.us|www.bvgfoundation.org|www.capo.se|www.cergenx.com|www.cloudflare.com|www.csgoroll.com|www.cypbike.cl|www.digitalhearts-plus.co.jp|www.disneylandparis.com|www.docs.microsoft.com|www.emb-gmbh.de|www.eraverkko.fi|www.esrs.gov|www.exodus.com|www.familyearthtrek.com|www.fizzer.com|www.fusionsport.com|www.futureengineer.fr|www.gemperles.com|www.globalvcardcloud.com|www.google-analytics.com|www.google.com|www.gotomorro.com|www.habby.fun|www.heathceramics.com|www.hellowatt.fr|www.homeenergy.co.uk|www.homes.com|www.houzz.com|www.hylte-lantman.com|www.ikeva.com|www.indumentarialiturgica.es|www.infoopedia.com|www.innovating-automation.blog|www.isa.co.uk|www.itss.paris|www.laborratehero.com|www.laserbeamsoftware.com|www.liberkeys.com|www.livinc.com|www.lonestarnationalbank.com|www.longines.com|www.lowermybills.com|www.made-in-hdf.fr|www.mpmsoftware.com|www.myetherwallet.com|www.newcastle.edu.au|www.nubikadigital.com|www.orca.so|www.platformos.com|www.prioritet.se|www.reguity.com|www.safecontractor.com|www.simplelighting.co.uk|www.singular.net|www.sogou.com|www.spigotmc.org|www.thelott.com|www.thena.fi|www.tlugtenburg.nl|www.travomint.ae|www.uberwood.net|www.ucl.ac.uk|www.utilidadesclinicas.com.br|www.uwai.com|www.validkbt.se|www.valoisvintage-paris.com|www.ventealapropriete.com|www.verusdata.com.co|www.voiajor.net|xchange.me|zerosix.info","0.0.0.0|0.0.0.1|1.1.1.1|10.204.9.230|10.22.1.101|10.22.2.102|10.22.3.103|10.43.0.1|100.100.100.200|101.91.15.155|127.0.0.1|13.36.117.44|13.38.178.249|15.237.205.4|169.254.169.254|169.254.170.2|34.77.189.226|52.47.66.242|::1"
"54.193.36.10","*.gene.com","","*.gene.com|gene.com",""
"54.193.66.173","*.gene.com","","*.gene.com|gene.com",""
"54.193.154.44","*.gene.com","","*.gene.com|gene.com",""
"54.173.221.228","nutropin.atp.gene.com","","nutropin.atp.gene.com|*.nutropin.atp.gene.com",""
"54.89.79.63","personalizedlearning.gene.com","","personalizedlearning.gene.com",""
"3.210.28.184","*.search.atp.gene.com","","*.search.atp.gene.com",""
"52.26.40.229","gcampaign.gene.com","","gcampaign.gene.com",""
"52.26.188.95","gcampaign.gene.com","","gcampaign.gene.com",""
"54.211.246.172","nutropin.atp.gene.com","","nutropin.atp.gene.com|*.nutropin.atp.gene.com",""
"54.153.112.244","*.gene.com","","*.gene.com|gene.com",""
"54.165.196.88","staging.atp.gene.com","","staging.atp.gene.com|*.staging.atp.gene.com",""
"52.88.21.230","nonclinicalediting.gene.com","","nonclinicalediting.gene.com",""
"54.191.224.219","drugdevelopmentfoundations.gene.com","","drugdevelopmentfoundations.gene.com",""
